Designation (and name)	Prov	. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
	2002	VV17	0.472	1.203	0.08729	20	20131104	351.7	348.8	222.3	9.7	0.437	0.837	6	MPO245823	2002 VV17	2002 11 07  704  LINEAR
	2002	TZ66	0.817	1.042	0.00382	25.9	20131104	253.5	223.2	13	8.5	0.121	0.93	( 23d)	MPO 38456	2002 TZ66	2002 10 07  291  Spacewatch
	2002	SP	0.361	1.448	0.19517	20.7	20131104	225.9	169.4	350.9	20.8	0.6	0.905	3	MPO147231	2002 SP	2002 09 20  644  NEAT
	2002	RW25	0.589	1.062	0.01623	18.9	20131104	172.9	71.6	92.1	1.3	0.287	0.826	3	MPO147227	2002 RW25	2002 09 05  704  LINEAR
	2002	RR25	0.667	1.266	0.14046	20.9	20131104	120.9	156.1	349.9	13.5	0.31	0.967	2	MPO 53730	2002 RR25	2002 09 04  699  LONEOS
	2002	LT38	0.58	1.11	0.03371	20.3	20131104	85.5	162.7	259.5	6.2	0.314	0.845	2	MPO175188	2002 LT38	2002 06 12  704  LINEAR
	2002	LT24	0.363	1.077	0.0114	22.1	20131104	44.1	282.5	166.3	0.8	0.496	0.72	3	MPO268410	2002 LT24	2002 06 09  704  LINEAR
	2002	LY1	0.593	1.317	0.01159	22	20131104	353.9	134.3	248	2.9	0.379	0.955	2	MPO252948	2002 LY1	2002 06 03  644  NEAT
	2002	JR100	0.649	1.2	0.01932	24.3	20131104	75.2	253.9	202.9	3.7	0.298	0.924	2	MPO175956	2002 JR100	2002 05 14  644  NEAT
	2002	JW15	0.66	1.138	0.11485	20.1	20131104	27	175.3	218.5	11.8	0.266	0.899	5	MPO264923	2002 JW15	2002 05 08  704  LINEAR
	2002	JX8	0.535	1.005	0.02144	20.3	20131104	169.1	338.1	68.6	4.3	0.305	0.77	3	MPO140105	2002 JX8	2002 05 04  704  LINEAR
	2002	GQ	0.478	1.058	0.00343	26.3	20131104	220.7	206.3	189.4	10.7	0.378	0.768	(  7d)	MPO 30733	2002 GQ	2002 04 01  704  LINEAR
	2002	FT6	0.531	1.445	0.04051	22.5	20131104	10.4	226.7	188.6	9.5	0.463	0.988	6	MPO264923	2002 FT6	2002 03 23  704  LINEAR
	2002	FT5	0.677	1.258	0.16304	21.9	20131104	200.8	31.5	8	28.1	0.3	0.967	( 43d)	MPO 30730	2002 FT5	2002 03 20  704  LINEAR
	2002	FW1	0.542	1.105	0.00913	24	20131104	324.4	223.1	164.1	6.6	0.342	0.823	( 21d)	MPO 30729	2002 FW1	2002 03 19  644  NEAT
	2002	EM7	0.586	1.255	0.00069	24.4	20131104	150	58.9	346	1.6	0.363	0.921	( 25d)	MPO 30702	2002 EM7	2002 03 12  704  LINEAR
	2002	CC14	0.489	1.15	0.00957	24.8	20131104	39.3	218	137.6	12.6	0.403	0.82	(  7d)	MPO 74134	2002 CC14	2002 02 07  704  LINEAR
	2002	CW11	0.67	1.061	0.01081	26.1	20131104	344.5	210.4	137.6	3.1	0.225	0.866	( 14d)	MPO 26152	2002 CW11	2002 02 07  291  Spacewatch
	2002	BN	0.397	1.353	0.08961	20.4	20131104	47.1	147.2	115.8	27.8	0.547	0.875	3	MPO192369	2002 BN	2002 01 19  704  LINEAR
	2002	AA29	0.98	1.006	0.01125	24.1	20131104	233.2	101.6	106.4	10.7	0.013	0.993	2	MPO 57849	2002 AA29	2002 01 09  704  LINEAR
	2002	AO11	0.768	1.066	0.00235	22.4	20131104	57.2	306	295.1	13.1	0.162	0.917	(  3d)	MPO 24033	2002 AO11	2002 01 09  704  LINEAR
	2002	AB2	0.515	1.167	0.04914	23.3	20131104	8.4	149.5	103.1	13.3	0.388	0.841	( 11d)	MPO 24030	2002 AB2	2002 01 07  704  LINEAR
	2002	AY1	0.438	1.12	0.00794	20.8	20131104	321.6	323.8	287.9	29.9	0.437	0.779	4	MPO264922	2002 AY1	2002 01 07  704  LINEAR
	2001	YE4	0.311	1.043	0.03152	20.7	20131104	325.2	318.7	305.6	4.8	0.54	0.677	2	MPO264922	2001 YE4	2001 12 21  704  LINEAR
	2001	XY10	0.534	1.209	0.05796	19.1	20131104	327.7	219.7	93	31	0.387	0.872	4	MPO192366	2001 XY10	2001 12 11  704  LINEAR
	2001	WF49	0.471	1.031	0.04341	22.1	20131104	307.5	358.4	239.7	18.2	0.373	0.751	( 11d)	MPO 23941	2001 WF49	2001 11 24  704  LINEAR
	2001	UP	0.63	1.137	0.00634	25.7	20131104	69.3	133.4	25.5	7.7	0.287	0.883	(  4d)	MPO 38327	2001 UP	2001 10 16  704  LINEAR
	2001	TD	0.796	1.112	0.00531	25.1	20131104	87.1	241.4	13.2	9	0.166	0.954	(  8d)	MPO 21049	2001 TD	2001 10 08  704  LINEAR
	2001	SQ263	0.482	1.413	0.03213	22.3	20131104	121.9	262.5	327.2	3.9	0.491	0.947	2	MPO272202	2001 SQ263	2001 09 23  699  LONEOS
	2001	RV17	0.601	1.227	0.09729	20.2	20131104	169.3	4.5	154	7.5	0.342	0.914	3	MPO147171	2001 RV17	2001 09 11  699  LONEOS
	2001	RU17	0.728	1.19	0.10854	21.5	20131104	206.3	330.3	170.7	13.9	0.241	0.959	2	MPO265609	2001 RU17	2001 09 11  699  LONEOS
	2001	OT	0.632	1.235	0.06202	21.6	20131104	114.7	142.9	295.9	12.1	0.323	0.934	2	MPO180966	2001 OT	2001 07 16  608  NEAT
	2001	HC	0.438	1.311	0.10386	19	20131104	230.9	28.2	32.6	23.7	0.499	0.875	4	MPO177962	2001 HC	2001 04 16  704  LINEAR
	2001	FO127	0.748	1.03	0.01603	27.5	20131104	174.5	200.8	189.2	7.3	0.159	0.889	( 19d)	MPO 13842	2001 FO127	2001 03 30  695  B. Gladman
	2001	FR85	0.955	1.01	0.00015	24.8	20131104	103.1	233.5	183.1	5.2	0.028	0.983	(  8d)	MPO 41679	2001 FR85	2001 03 26  704  LINEAR
	2001	ED18	0.932	1.046	0.02267	24.5	20131104	179.5	306.6	357.8	11.6	0.057	0.989	(  5d)	MPO 20837	2001 ED18	2001 03 15  704  LINEAR
	2001	CQ36	0.772	1.104	0.01372	22.5	20131104	100.4	344.3	30.7	1.3	0.177	0.938	4	MPO285652	2001 CQ36	2001 02 13  704  LINEAR
	2001	CP36	0.424	1.006	0.01017	23.7	20131104	205.4	353.6	331	10.6	0.407	0.715	2	MPO264919	2001 CP36	2001 02 15  704  LINEAR
	2001	BB16	0.707	1.002	0.00464	23.2	20131104	222	195.6	122.6	2	0.173	0.855	( 63d)	MPO 12273	2001 BB16	2001 01 20  704  LINEAR
	2001	BA16	0.811	1.07	0.00031	26	20131104	116.2	243.1	115.5	5.8	0.138	0.94	( 40d)	MPO 12273	2001 BA16	2001 01 19  704  LINEAR
	2000	YS134	0.664	1.05	0.02852	23.1	20131104	236.8	189.4	97.4	3.5	0.225	0.857	( 60d)	MPO 11023	2000 YS134	2000 12 30  704  LINEAR
	2000	WP19	0.608	1.101	0.00359	22.6	20131104	257.2	222.1	55.8	7.7	0.289	0.854	2	MPO 74049	2000 WP19	2000 11 21  704  LINEAR
	2000	WC1	0.648	1.111	0.00347	22.3	20131104	8.8	230	50.8	17.4	0.263	0.879	2	MPO 97414	2000 WC1	2000 11 16  704  LINEAR
	2000	UR16	0.508	1.301	0.01268	23.9	20131104	139.1	228.8	33.8	11.7	0.439	0.904	( 33d)	MPO  9844	2000 UR16	2000 10 28  557  P. Kusnirak
	2000	UK11	0.663	1.103	0.0042	25.3	20131104	129	293.7	237.2	0.8	0.249	0.883	(  8d)	MPO 41675	2000 UK11	2000 10 25  704  LINEAR
	2000	SG344	0.912	1.043	0.00081	24.7	20131104	108.1	275.1	192.1	0.1	0.067	0.978	2	MPO  6089	2000 SG344	"2000 09 29  568  D. J. Tholen, R. J. Whiteley"
	2000	SZ162	0.774	1.086	0.00199	27.3	20131104	93.9	131.4	14.8	0.9	0.168	0.93	(  8d)	MPO  5115	2000 SZ162	2000 09 29  691  Spacewatch
	2000	OK8	0.767	1.203	0.1351	20.2	20131104	54.3	166.1	304.6	10	0.221	0.985	3	MPO 35534	2000 OK8	2000 07 30  704  LINEAR
	2000	LG6	0.816	1.019	0.0016	29	20131104	274.7	8.2	72.5	2.8	0.111	0.917	(  3d)	MPO  1663	2000 LG6	2000 06 04  691  Spacewatch
	2000	HO40	0.344	1.137	0.03965	22.1	20131104	245.9	6.2	30.1	6.2	0.535	0.741	( 10d)	MPO 57775	2000 HO40	2000 04 25  699  LONEOS
	2000	HB24	0.465	1.166	0.01569	23.3	20131104	234.4	17.9	55.2	2.7	0.43	0.816	( 10d)	MPO   787	2000 HB24	2000 04 28  704  LINEAR
	2000	EZ106	0.515	1.358	0.06429	20.5	20131104	287.7	313.1	358.5	41.1	0.45	0.937	( 14d)	MPC 40488	2000 EZ106	2000 03 12  699  LONEOS
	2000	EM26	0.433	1.2	0.01887	22.1	20131104	312.5	24	345.2	3.9	0.47	0.816	(  9d)	E2014-D09	2000 EM26	2000 03 05  704  LINEAR
	2000	ED14	0.362	1.308	0.03641	20.8	20131104	235	310.1	3.9	13.8	0.567	0.835	5	MPO264918	2000 ED14	2000 03 04  704  LINEAR
	2000	EB14	0.452	1.34	0.03033	23.1	20131104	318.9	139.6	162.9	11.6	0.496	0.896	2	MPO193432	2000 EB14	2000 03 03  704  LINEAR
	2000	AC6	0.609	1.098	0.0463	21.5	20131104	14	187.9	101.7	4.7	0.286	0.853	4	MPO190267	2000 AC6	2000 01 04  704  LINEAR
	1999	VX25	0.774	1.025	0.006	26.7	20131104	343.6	151.7	55.3	1.7	0.14	0.9	(  5d)	MPC 36941	1999 VX25	1999 11 15  704  LINEAR
	1999	VW25	0.825	1.033	0.04301	25.3	19991029	167.3	354.7	232.4	10.8	0.112	0.929	(  3d)	MPC 36941	1999 VW25	1999 11 14  704  LINEAR
	1999	MN	0.225	1.122	0.00543	21.4	20131104	188.2	9.8	80.8	2	0.665	0.674	3	MPO177953	1999 MN	1999 06 22  703  Catalina Sky Survey
	1999	LK1	0.605	1.209	0.02715	22	20131104	11.9	223.6	240	11.9	0.333	0.907	3	MPO234345	1999 LK1	1999 06 04  703  Catalina Sky Survey
	1999	AO10	0.81	1.013	0.02102	23.9	20131104	147.5	7.7	313.3	2.6	0.111	0.912	( 33d)	MPC 34039	1999 AO10	1999 01 13  704  LINEAR
	1998	XN17	0.776	1.189	0.05593	22.8	20131104	218.6	226.5	85.9	7.2	0.21	0.982	4	MPO 62235	1998 XN17	1998 12 15  704  LINEAR
	1998	XX2	0.469	1.014	0.01595	19.9	20131104	356.2	153	74.5	7	0.367	0.741	5	MPO251988	1998 XX2	1998 12 08  704  LINEAR
	1998	VF32	0.473	1.229	0.03641	21.1	20131104	281.3	320.9	236.3	23.7	0.444	0.851	4	MPO167545	1998 VF32	1998 11 14  704  LINEAR
	1998	SZ27	0.448	1.359	0.00741	20.6	20131104	308.3	47.6	166.8	23.4	0.504	0.903	(  8d)	MPO171000	1998 SZ27	1998 09 21  704  LINEAR
	1998	SD9	0.348	1.057	0.00951	24.2	20131104	69.4	6.4	166.9	2.9	0.505	0.702	2	MPO142571	1998 SD9	1998 09 18  704  LINEAR
	1998	HD14	0.662	1.265	0.03469	20.9	20131104	243.9	260.8	183.9	7.8	0.313	0.963	4	MPO 70217	1998 HD14	1998 04 25  566  NEAT
	1998	DK36	0.404	0.98	0.01011	25	20131104	271.5	180.5	151.1	2	0.416	0.692	(  1d)	MPO166084	1998 DK36	1998 02 23  568  D. J. Tholen
	1997	AC11	0.577	1.249	0.10285	20.5	20131104	347.4	141.6	116.9	31.7	0.368	0.913	( 17d)	MPO 70213	1997 AC11	1997 01 10  566  NEAT
	1996	XZ12	0.496	1.455	0.00567	25.4	20131104	265.8	56	251.5	5.5	0.492	0.976	(  3d)	MPO166083	1996 XZ12	1996 12 08  691  Spacewatch
	1996	BG1	0.646	1.148	0.02649	23.8	20131104	167.8	150.7	139.5	3.8	0.28	0.897	2	MPO249858	1996 BG1	1996 01 21  691  Spacewatch
	1995	CR	0.119	1.694	0.01299	21.7	20131104	187.9	322.5	342.7	4	0.869	0.907	2	E2014-D39	1995 CR	1995 02 03  691  Spacewatch
	1994	XL1	0.318	1.024	0.03585	20.9	20131104	344.3	356.5	252.7	28.2	0.526	0.671	3	MPO217979	1994 XL1	1994 12 06  413  R. H. McNaught
	1994	WR12	0.456	1.057	0.00168	22	20131104	42.5	205.9	62.8	6.8	0.397	0.757	( 33d)	MPO 57659	1994 WR12	1994 11 28  675  C. S. Shoemaker
	1994	GL	0.339	1.028	0.01213	24.4	20131104	48.9	179.4	196.8	3.7	0.504	0.683	(  3d)	MPO164143	1994 GL	1994 04 07  691  Spacewatch
	1993	DA	0.849	1.023	0.03306	26.4	20131104	145.1	354	329.1	12.4	0.093	0.936	(  5d)	MPO164143	1993 DA	1993 02 17  691  Spacewatch
-380818	2005	YV128	0.45	1.396	0.15448	20.5	20131104	24.5	191.8	127.8	14.1	0.512	0.923	5	MPO285621	(380818)                   2005 YV128	2005 12 30  E12  Siding Spring Survey
-380636	2004	XN14	0.683	1.18	0.00349	19.7	20131104	199.1	115.7	120.9	10.7	0.267	0.932	5	MPO281824	(380636)                   2004 XN14	2004 12 10  703  CSS
-378160	2006	WX1	0.641	1.192	0.02964	19.6	20131104	141.8	290.9	328	11.6	0.3	0.917	4	MPO285615	(378160)                   2006 WX1	2006 11 19  703  CSS
-376848	2001	RY47	0.55	1.263	0.08185	19.4	20131104	127.9	214	11.3	17.6	0.393	0.907	4	MPO274089	(376848)                   2001 RY47	2001 09 15  644  NEAT
-369986	1998	SO	0.22	1.242	0.19847	20.6	20131104	255.8	359.8	176.2	30.3	0.699	0.731	6	MPO273822	(369986)                   1998 SO	1998 09 16  691  Spacewatch
-368184	2000	RN77	0.648	1.252	0.10595	19.5	20131104	256.8	211.8	312.8	16.1	0.318	0.95	4	MPO273810	(368184)                   2000 RN77	2000 09 08  704  LINEAR
(367943) Duende	2012	DA14	0.829	0.992	0.00091	24	20131104	98	195.6	147	11.6	0.089	0.91	2	MPO277033	(367943) Duende            2012 DA14	2012 02 23* J75  OAM
-365449	2010	NJ1	0.445	1.492	0.15469	20.1	20131104	257.9	358.5	128.3	11.2	0.541	0.968	4	MPO266861	(365449)                   2010 NJ1	2010 07 03  C51  WISE
-365424	2010	KX7	0.821	1.159	0.03111	21.9	20131104	287.1	62	46.6	21.5	0.171	0.99	4	MPO261522	(365424)                   2010 KX7	2010 05 16  C51  WISE
-364136	2006	CJ	0.166	1.187	0.02569	20.2	20131104	143.8	29.6	303.3	10.2	0.755	0.677	4	MPO261196	(364136)                   2006 CJ	2006 02 01  E12  Siding Spring Survey
-363505	2003	UC20	0.518	1.044	0.03497	18.1	20131104	317.1	59.7	188.5	3.8	0.337	0.781	8	MPO261025	(363505)                   2003 UC20	2003 10 21  704  LINEAR
-363027	1998	ST27	0.385	1.254	0.00969	19.5	20131104	1.8	322.5	197.6	21.1	0.53	0.819	6	MPO260882	(363027)                   1998 ST27	1998 09 24  704  LINEAR
-360502	2003	EO16	0.701	1.168	0.13558	20.5	20131104	111.6	167.9	178	13.2	0.25	0.935	4	MPO258575	(360502)                   2003 EO16	2003 03 09* 699  LONEOS
-348306	2005	AY28	0.375	1.37	0.03573	21.4	20131104	171.7	155.8	117.6	5.9	0.57	0.872	5	MPO285587	(348306)                   2005 AY28	2005 01 15  704  LINEAR
-345722	2007	BG29	0.554	1.111	0.08743	18	20131104	192.2	245.1	61	18.5	0.335	0.833	5	MPO258256	(345722)                   2007 BG29	2007 01 21  704  LINEAR
-345705	2006	VB14	0.444	1.09	0.0783	18.5	20131104	325.4	346.4	258.7	31	0.421	0.767	4	MPO251955	(345705)                   2006 VB14	2006 11 15  703  CSS
-344074	1997	UH9	0.436	1.224	0.22341	18.7	20131104	234.6	180.9	42.4	25.5	0.475	0.83	6	MPO242126	(344074)                   1997 UH9	1997 10 29  566  NEAT
-341843	2008	EV5	0.878	1.038	0.01367	20	20131104	182.7	234.8	93.4	7.4	0.084	0.958	3	MPO245786	(341843)                   2008 EV5	2008 03 04  G96  Mt. Lemmon Survey
-340666	2006	RO36	0.697	1.115	0.11288	17.8	20131104	235.8	261.1	271	23.9	0.231	0.906	5	MPO281687	(340666)                   2006 RO36	2006 09 15  704  LINEAR
-338292	2002	UA31	0.41	1.188	0.19224	19	20131104	321.7	358.6	209.3	30.7	0.487	0.799	5	MPO264871	(338292)                   2002 UA31	2002 10 31  704  LINEAR
-337248	2000	RH60	0.371	1.281	0.1758	20	20131104	3.7	354.4	177.9	19.6	0.551	0.826	5	MPO237512	(337248)                   2000 RH60	2000 09 05  699  LONEOS
-333889	1998	SV4	0.292	1.341	0.33563	18.1	20131104	343.8	359.5	177.3	53.3	0.642	0.816	9	MPO271153	(333889)                   1998 SV4	1998 09 19  704  LINEAR
-333478	2004	SD20	0.468	1.282	0.1808	18.2	20131104	303.9	94.4	46.6	21.3	0.465	0.875	5	MPO276998	(333478)                   2004 SD20	2004 09 21  E12  Siding Spring Survey
-329915	2005	MB	0.204	1.766	0.06902	17.1	20131104	297.9	42.8	88.7	41.4	0.793	0.985	8	MPO271132	(329915)                   2005 MB	2005 06 16  E12  Siding Spring Survey
-329437	2002	OA22	0.708	1.163	0.0352	19.4	20131104	298.1	318.6	174.1	6.9	0.243	0.936	6	MPO276976	(329437)                   2002 OA22	2002 07 30  644  NEAT
(326290) Akhenaten	1998	HE3	0.492	1.266	0.00364	21.8	20131104	200.4	309.3	53.5	3.4	0.44	0.879	6	MPO241790	(326290) Akhenaten         1998 HE3	1998 04 21  683  R. A. Tucker
-325395	2009	CQ5	0.847	1.018	0.04987	17.6	20131104	131.1	118.2	278.7	18.7	0.091	0.933	4	MPO225499	(325395)                   2009 CQ5	2009 02 14  703  CSS
-325102	2008	EY5	0.234	1.019	0.07907	20.1	20131104	297.6	106	246.1	5.1	0.626	0.626	6	MPO258248	(325102)                   2008 EY5	2008 03 04  E12  Siding Spring Survey
-322756	2001	CK32	0.448	1.003	0.07738	19	20131104	1.4	234.1	109.5	8.1	0.382	0.725	6	MPO285492	(322756)                   2001 CK32	2001 02 13  704  LINEAR
-315098	2007	EX	0.508	1.235	0.12497	16.9	20131104	179.3	78.9	297.5	18.7	0.417	0.871	5	MPO260654	(315098)                   2007 EX	2007 03 10  E12  Siding Spring Survey
-313276	2002	AX1	0.403	1.357	0.15969	19.7	20131104	215.7	25.3	294.7	33	0.542	0.88	6	MPO218257	(313276)                   2002 AX1	2002 01 06  704  LINEAR
-312070	2007	TA19	0.468	1.44	0.01948	19.4	20131104	265.7	58	181.2	22.6	0.509	0.954	6	MPO248669	(312070)                   2007 TA19	2007 10 09  E12  Siding Spring Survey
-311554	2006	BQ147	0.474	1.166	0.06967	18.7	20131104	314.9	153.2	146.8	24.4	0.422	0.82	4	MPO227332	(311554)                   2006 BQ147	2006 01 31  E12  Siding Spring Survey
-310842	2003	AK18	0.54	1.213	0.05664	19.7	20131104	182.4	23.7	301.7	7.4	0.384	0.877	5	MPO254641	(310842)                   2003 AK18	2003 01 07  704  LINEAR
-310442	2000	CH59	0.498	1.228	0.02347	19.8	20131104	208	109.1	214.1	3.3	0.423	0.863	4	MPO224525	(310442)                   2000 CH59	2000 02 06  704  LINEAR
-309662	2008	EE	0.773	1.189	0.13629	19.8	20131104	138.8	332.4	343.6	16.2	0.212	0.981	5	MPO281578	(309662)                   2008 EE	2008 03 01  704  LINEAR
-309214	2007	LL	0.81	1.151	0.08272	20.4	20131104	356.6	211.4	247.1	10.1	0.174	0.981	4	MPO212748	(309214)                   2007 LL	2007 06 08  703  CSS
-308242	2005	GO21	0.497	1.009	0.04544	16.4	20131104	253.4	156.6	272.7	24.9	0.34	0.753	6	MPO235360	(308242)                   2005 GO21	2005 04 01  E12  Siding Spring Survey
-307918	2004	EU9	0.436	1.325	0.16717	18.9	20131104	6	202.4	161.1	28.6	0.505	0.88	5	MPO254624	(307918)                   2004 EU9	2004 03 15  704  LINEAR
-306383	1993	VD	0.393	1.359	0.01695	21.6	20131104	237.4	253.8	2.6	2.1	0.551	0.876	6	MPO248662	(306383)                   1993 VD	1993 11 09  691  Spacewatch
-303250	2004	RU10	0.31	1.498	0.10634	18.2	20131104	58.5	65.2	119	15.9	0.657	0.904	5	MPO208786	(303250)                   2004 RU10	2004 09 07  704  LINEAR
-302169	2001	TD45	0.177	1.416	0.02699	19.9	20131104	56.3	212.4	30.3	25.4	0.777	0.797	7	MPO276928	(302169)                   2001 TD45	2001 10 15  704  LINEAR
-297418	2000	SP43	0.433	1.19	0.01897	18.5	20131104	76.7	224.4	350.6	10.4	0.467	0.811	7	MPO214993	(297418)                   2000 SP43	2000 09 25  704  LINEAR
-289227	2004	XY60	0.13	1.15	0.19433	18.9	20131104	345.6	130.8	122.6	23.8	0.797	0.64	4	MPO248608	(289227)                   2004 XY60	2004 12 14  E12  Siding Spring Survey
-288592	2004	JW20	0.418	1.488	0.09854	20.5	20131104	165.8	207.5	235.2	14.7	0.562	0.953	5	MPO203469	(288592)                   2004 JW20	2004 05 15  704  LINEAR
-286079	2001	TW1	0.432	1.391	0.14873	19.2	20131104	44.2	208.8	27.4	31.3	0.526	0.911	5	MPO202794	(286079)                   2001 TW1	2001 10 09  704  LINEAR
-281375	2008	JV19	0.741	1.23	0.04122	20.7	20131104	321.6	310.5	142.1	7.3	0.248	0.986	6	MPO264705	(281375)                   2008 JV19	2008 05 08  703  CSS
-277830	2006	HR29	0.726	1.245	0.09357	20.7	20131104	346.9	212.5	232.6	9.5	0.263	0.985	8	MPO268318	(277830)                   2006 HR29	2006 04 24  E12  Siding Spring Survey
-276770	2004	HC	0.317	1.262	0.09191	19.8	20131104	103.3	159.3	203	29	0.599	0.789	5	MPO254494	(276770)                   2004 HC	2004 04 16  704  LINEAR
-264357	2000	AZ93	0.478	1.016	0.0215	21	20131104	321.7	8	277.4	8.6	0.36	0.747	4	MPO190791	(264357)                   2000 AZ93	2000 01 07  704  LINEAR
-262623	2006	WY2	0.656	1.311	0.2533	18.5	20131104	160.4	159.9	99.9	27.6	0.333	0.983	8	MPO285370	(262623)                   2006 WY2	2006 11 17  E12  Siding Spring Survey
-260277	2004	TR12	0.707	1.083	0.09635	18.2	20131104	16.9	77.7	155.4	19.4	0.21	0.895	4	MPO188120	(260277)                   2004 TR12	2004 10 07  E12  Siding Spring Survey
-252399	2001	TX44	0.397	1.352	0.0089	19.1	20131104	123.7	136	57.8	15.2	0.546	0.875	5	MPO190254	(252399)                   2001 TX44	2001 10 11  704  LINEAR
-250680	2005	QC5	0.568	1.219	0.04765	19.8	20131104	73.3	108.7	48.1	9.4	0.365	0.893	5	MPO214927	(250680)                   2005 QC5	2005 08 26  E12  Siding Spring Survey
-247517	2002	QY6	0.246	1.388	0.1056	19.7	20131104	228.9	355.3	164.3	12.8	0.699	0.817	6	MPO270944	(247517)                   2002 QY6	2002 08 16  704  LINEAR
-242191	2003	NZ6	0.403	1.184	0.06681	19	20131104	115	311.6	124.6	18.2	0.492	0.793	6	MPO234233	(242191)                   2003 NZ6	2003 07 09  704  LINEAR
-234341	2001	FZ57	0.374	1.515	0.15685	18.9	20131104	119	340	22.1	20.7	0.604	0.944	8	MPO270929	(234341)                   2001 FZ57	2001 03 21  699  LONEOS
-234145	2000	EW70	0.636	1.24	0.00975	21.3	20131104	273	125.5	178.2	5.4	0.321	0.938	4	MPO172496	(234145)                   2000 EW70	2000 03 09  704  LINEAR
-230111	2001	BE10	0.519	1.127	0.04112	19.1	20131104	163	30.6	297.8	17.5	0.369	0.823	4	MPO257971	(230111)                   2001 BE10	2001 01 18  704  LINEAR
-216523	2001	HY7	0.537	1.29	0.03521	20.5	20131104	256.9	211.1	205.2	5.2	0.412	0.914	5	MPO159645	(216523)                   2001 HY7	2001 04 18  704  LINEAR
-215442	2002	MQ3	0.663	1.164	0.13333	18.2	20131104	158	346.9	109.1	36.3	0.274	0.914	4	MPO159061	(215442)                   2002 MQ3	2002 06 30  704  LINEAR
-209215	2003	WP25	0.869	1.109	0.02227	24.2	20131104	179.6	226.4	40.8	2.6	0.121	0.989	6	MPO152955	(209215)                   2003 WP25	2003 11 21  691  Spacewatch
-208023	1999	AQ10	0.714	1.154	0.00529	20.4	20131104	346.3	300.5	327.2	6.5	0.236	0.934	4	MPO152574	(208023)                   1999 AQ10	1999 01 14  704  LINEAR
-203471	2002	AU4	0.536	1.175	0.08894	19.3	20131104	151.9	205.2	99.5	17.2	0.374	0.856	5	MPO257885	(203471)                   2002 AU4	2002 01 08  704  LINEAR
-202683	2006	US216	0.279	0.995	0.04394	19.8	20131104	62.5	56.3	193.4	3.4	0.563	0.637	6	MPO217645	(202683)                   2006 US216	2006 10 30  G96  Mt. Lemmon Survey
-199003	2005	WJ56	0.813	1.105	0.02223	18.1	20131104	329.1	297.7	288.1	21.6	0.152	0.959	4	MPO145519	(199003)                   2005 WJ56	2005 11 29  704  LINEAR
-188174	2002	JC	0.499	1.139	0.09368	17.4	20131104	4.9	306.9	69.4	40.9	0.391	0.819	7	MPO200183	(188174)                   2002 JC	2002 05 01  704  LINEAR
-187026	2005	EK70	0.83	1.09	0.09528	17.3	20131104	214.7	347	329.8	30	0.136	0.96	7	MPO214788	(187026)                   2005 EK70	2005 03 08  704  LINEAR
-168044	2005	SG	0.703	1.259	0.20177	19	20131104	227.5	205.5	23.5	34.8	0.283	0.981	6	MPO164140	(168044)                   2005 SG	2005 09 21  E12  Siding Spring Survey
-164294	2004	XZ130	0.337	0.898	0.09478	20.4	20131104	291	5.2	211.4	2.9	0.455	0.618	3	MPO123715	(164294)                   2004 XZ130	2004 12 13  568  D. J. Tholen
-164202	2004	EW	0.713	1.265	0.02421	20.8	20131104	27.3	55.8	343.3	4.7	0.279	0.989	8	MPO264343	(164202)                   2004 EW	2004 03 13  703  CSS
-163899	2003	SD220	0.654	1.002	0.01863	16.9	20131104	290.6	326.4	274.1	8.5	0.21	0.828	7	MPO257735	(163899)                   2003 SD220	2003 09 29  699  LONEOS
(163693) Atira	2003	CP20	0.502	0.98	0.20773	16.3	20131104	78.8	252.9	103.9	25.6	0.322	0.741	9	MPO260181	(163693) Atira             2003 CP20	2003 02 11  704  LINEAR
-163348	2002	NN4	0.496	1.257	0.00663	20	20131104	80.9	222.2	259.5	5.4	0.434	0.876	5	MPO201028	(163348)                   2002 NN4	2002 07 09  704  LINEAR
-163243	2002	FB3	0.303	1.22	0.00445	16.4	20131104	297.3	148.3	203.6	20.3	0.602	0.762	9	MPO285054	(163243)                   2002 FB3	2002 03 18  704  LINEAR
-163023	2001	XU1	0.362	1.233	0.05652	19.2	20131104	18.6	208.5	69.7	27.2	0.546	0.797	6	MPO280863	(163023)                   2001 XU1	2001 12 08  704  LINEAR
-162694	2000	UH11	0.503	1.238	0.22442	19.6	20131104	187.7	187.4	29.8	32.2	0.422	0.87	4	MPO280861	(162694)                   2000 UH11	2000 10 25  704  LINEAR
-162483	2000	PJ5	0.547	1.199	0.17444	17.5	20131104	226.3	7.6	124.4	51.2	0.374	0.873	7	MPO268129	(162483)                   2000 PJ5	2000 08 04  704  LINEAR
-162421	2000	ET70	0.83	1.064	0.02887	18	20131104	71.1	46.1	331.2	22.3	0.124	0.947	5	MPO264335	(162421)                   2000 ET70	2000 03 08  704  LINEAR
-162385	2000	BM19	0.475	1.006	0.08334	18.3	20131104	341.2	247.5	70.5	6.9	0.359	0.741	8	MPO285052	(162385)                   2000 BM19	2000 01 31  704  LINEAR
