full_name,pdes,name,H,diameter,extent,rot_per,H_sigma,diameter_sigma,moid
       (2011 SO25),2011 SO25,,20.6,,,,,,0.292554
       (2011 SQ25),2011 SQ25,,23.6,,,,,,0.0834399
       (2011 SR25),2011 SR25,,21,,,,,,0.171072
       (2011 SS25),2011 SS25,,18.2,,,,,,0.0891029
       (2011 SN26),2011 SN26,,23.3,,,,,,0.227786
       (2011 SO26),2011 SO26,,20.7,,,,,,0.321551
       (2011 SP26),2011 SP26,,23.8,,,,,,0.00562315
       (2011 SQ26),2011 SQ26,,22.1,,,,,,0.2167
       (2011 SR26),2011 SR26,,24,,,,,,0.113458
       (2011 SS26),2011 SS26,,24.5,,,,,,0.00704749
       (2011 SM32),2011 SM32,,23,,,,,,0.236386
       (2011 SO32),2011 SO32,,21.2,,,,,,0.0470296
       (2011 SP32),2011 SP32,,23.6,,,,,,0.0215708
       (2011 SQ32),2011 SQ32,,25,,,,,,0.0142195
       (2011 SE58),2011 SE58,,27.8,,,,,,0.000800598
       (2011 SS67),2011 SS67,,22.2,,,,,,0.267423
       (2011 SU67),2011 SU67,,20.2,,,,,,0.354826
       (2011 SJ68),2011 SJ68,,19.2,,,,,,0.301086
       (2011 SK68),2011 SK68,,27.6,,,,,,0.012608
       (2011 SM68),2011 SM68,,19.6,,,,,,0.000492471
       (2011 SP68),2011 SP68,,22.4,,,,,,0.173005
       (2011 SU68),2011 SU68,,21.4,,,,,,0.258142
       (2011 SR69),2011 SR69,,20.1,,,,,,0.109955
       (2011 SP70),2011 SP70,,23.1,,,,,,0.0554705
       (2011 SU71),2011 SU71,,24.3,,,,,,0.22837
       (2011 SV71),2011 SV71,,18,,,,,,0.014129
       (2011 SW71),2011 SW71,,22.6,,,,,,0.10002
       (2011 SE97),2011 SE97,,24.7,,,0.017,,,0.00845811
       (2011 SL102),2011 SL102,,18.2,,,,,,0.187375
       (2011 SM102),2011 SM102,,24.6,,,,,,0.089919
       (2011 SC108),2011 SC108,,27.9,,,,,,0.00234659
       (2011 SE108),2011 SE108,,21.2,,,,,,0.161371
       (2011 SF108),2011 SF108,,20.1,,,,,,0.181478
       (2011 SM120),2011 SM120,,22.4,,,,,,0.294943
       (2011 SY120),2011 SY120,,23.1,,,,,,0.0506937
       (2011 SZ120),2011 SZ120,,22.3,,,,,,0.331706
       (2011 SA121),2011 SA121,,24.9,,,,,,0.0667935
       (2011 SF173),2011 SF173,,22,,,,,,0.316677
       (2011 SG173),2011 SG173,,25,,,,,,0.0607966
       (2011 SL173),2011 SL173,,25.5,,,,,,0.0537478
       (2011 SM173),2011 SM173,,27.8,,,,,,0.00201346
       (2011 SG189),2011 SG189,,20.3,,,,,,0.235319
       (2011 SH189),2011 SH189,,24.1,,,,,,0.107174
       (2011 SJ189),2011 SJ189,,22.6,,,,,,0.15561
       (2011 SK189),2011 SK189,,23.8,,,,,,0.111474
       (2011 SL189),2011 SL189,,24.9,,,,,,0.0387819
       (2011 SM189),2011 SM189,,24.7,,,,,,0.0610791
       (2011 SN189),2011 SN189,,25.6,,,,,,0.0786797
       (2011 SO189),2011 SO189,,26.5,,,,,,0.00132366
       (2011 SE191),2011 SE191,,25.1,,,,,,0.0181587
       (2011 ST232),2011 ST232,,21.2,,,,,,0.141904
       (2011 SU232),2011 SU232,,20,,,,,,0.407902
       (2011 SE248),2011 SE248,,22.4,,,,,,0.17711
       (2011 TB),2011 TB,,24,,,,,,0.0510204
       (2011 TH),2011 TH,,23.5,,,,,,0.0575532
       (2011 TJ),2011 TJ,,21.2,,,,,,0.052775
       (2011 TK),2011 TK,,21.3,,,,,,0.0265612
       (2011 TO),2011 TO,,26.3,,,,,,0.000374663
       (2011 TP),2011 TP,,26.5,,,,,,0.0173661
       (2011 TG2),2011 TG2,,20.4,,,,,,0.0506986
       (2011 TA4),2011 TA4,,20.6,,,,,,0.102433
       (2011 TB4),2011 TB4,,25.5,,,,,,0.00872382
       (2011 TC4),2011 TC4,,20.2,,,,,,0.0152795
       (2011 TH5),2011 TH5,,26.5,,,,,,0.0539998
       (2011 TJ5),2011 TJ5,,26.1,,,,,,0.0382872
       (2011 TK5),2011 TK5,,22.8,,,,,,0.115683
       (2011 TL5),2011 TL5,,21.4,,,,,,0.293258
       (2011 TO6),2011 TO6,,26.3,,,,,,0.0670693
       (2011 TP6),2011 TP6,,25.5,,,,,,0.0458851
       (2011 TQ8),2011 TQ8,,24.5,,,,,,0.00947216
       (2011 TX8),2011 TX8,,21.8,,,,,,0.0130944
       (2011 TN9),2011 TN9,,21.4,,,,,,0.0446952
       (2011 UA),2011 UA,,18.4,,,,,,0.067215
       (2011 UB),2011 UB,,27.5,,,,,,0.011899
       (2011 UD),2011 UD,,20.7,,,,,,0.101467
       (2011 UE),2011 UE,,25,,,,,,0.0186532
       (2011 UT),2011 UT,,26,,,,,,0.000704507
       (2011 UU),2011 UU,,23,,,,,,0.143996
       (2011 UE10),2011 UE10,,26,,,,,,0.0275653
       (2011 UF10),2011 UF10,,23.4,,,,,,0.0660765
       (2011 UG10),2011 UG10,,25.1,,,,,,0.0334836
       (2011 UH10),2011 UH10,,27.1,,,,,,0.0208351
       (2011 UJ10),2011 UJ10,,24.9,,,,,,0.112368
       (2011 UK10),2011 UK10,,25.1,,,,,,0.000762509
       (2011 UL10),2011 UL10,,25.1,,,,,,0.00797381
       (2011 UG20),2011 UG20,,21.4,,,,,,0.00553504
       (2011 UH20),2011 UH20,,21,,,,,,0.0122148
       (2011 UJ20),2011 UJ20,,23.3,,,,0.24483,,0.162505
       (2011 UN20),2011 UN20,,23.1,,,,,,0.0991026
       (2011 UP20),2011 UP20,,22.7,,,,,,0.235307
       (2011 UQ20),2011 UQ20,,24.4,,,,,,0.0679405
       (2011 UT20),2011 UT20,,20.4,,,,,,0.0322705
       (2011 UU20),2011 UU20,,17.9,,,,,,0.249245
       (2011 UD21),2011 UD21,,28.5,,,,,,0.00308839
       (2011 UE21),2011 UE21,,20.4,,,,,,0.0942433
       (2011 UF21),2011 UF21,,19.7,,,,,,0.0638266
       (2011 UG21),2011 UG21,,19.4,,,,,,0.128636
       (2011 UH21),2011 UH21,,23,,,,,,0.0956483
       (2011 UJ21),2011 UJ21,,23.8,,,,,,0.0301355
       (2011 UK21),2011 UK21,,25.2,,,,,,0.00800459
       (2011 UL21),2011 UL21,,15.8,,,,,,0.0192581
       (2011 UP63),2011 UP63,,23.8,,,,,,0.0417664
       (2011 UQ63),2011 UQ63,,24.2,,,,,,0.00235685
       (2011 UR63),2011 UR63,,25.8,,,,,,0.00807446
       (2011 US63),2011 US63,,18,,,,,,0.0606748
       (2011 UT63),2011 UT63,,24.8,,,,,,0.0322777
       (2011 UU63),2011 UU63,,24.3,,,,,,0.0253204
       (2011 UV63),2011 UV63,,21.7,,,,,,0.0344112
       (2011 UW63),2011 UW63,,22.4,,,,,,0.0774222
       (2011 UX63),2011 UX63,,24.5,,,,,,0.106803
       (2011 UY63),2011 UY63,,22.2,,,,,,0.132691
       (2011 UZ63),2011 UZ63,,22.4,,,,,,0.274487
       (2011 UA64),2011 UA64,,27.1,,,,,,0.010895
       (2011 UB64),2011 UB64,,25,,,,,,0.0498694
       (2011 UC64),2011 UC64,,27.9,,,,,,0.00169236
       (2011 UD64),2011 UD64,,25.3,,,,,,0.026833
       (2011 UN91),2011 UN91,,25.6,,,,,,0.0274677
       (2011 UO91),2011 UO91,,25.4,,,,,,0.0126331
       (2011 UP91),2011 UP91,,21.9,,,,,,0.129637
       (2011 UQ91),2011 UQ91,,20.7,,,,,,0.334373
       (2011 UR91),2011 UR91,,24.4,,,,,,0.107917
       (2011 US91),2011 US91,,22.3,,,,,,0.074014
       (2011 UT91),2011 UT91,,23.1,,,,,,0.00789822
       (2011 UU106),2011 UU106,,18.7,,,,,,0.0764354
       (2011 UV114),2011 UV114,,25.9,,,,,,0.0580893
       (2011 UW114),2011 UW114,,22,,,,,,0.229871
       (2011 UX114),2011 UX114,,22.5,,,,,,0.191828
       (2011 UY114),2011 UY114,,23.4,,,,,,0.138334
       (2011 UZ114),2011 UZ114,,25.5,,,,,,0.00695596
       (2011 UA115),2011 UA115,,24.7,,,,,,0.00895926
       (2011 UB115),2011 UB115,,23.9,,,,,,0.141731
       (2011 UC115),2011 UC115,,22.5,,,,,,0.326756
       (2011 UD115),2011 UD115,,22.5,,,,,,0.0537862
       (2011 UA131),2011 UA131,,18,,,,,,0.258139
       (2011 UB131),2011 UB131,,21.7,,,,,,0.133323
       (2011 UL147),2011 UL147,,21.9,,,,,,0.22525
       (2011 UM147),2011 UM147,,18.8,,,,,,0.248744
       (2011 UU158),2011 UU158,,19.5,,,,0.35519,,0.328446
       (2011 UV158),2011 UV158,,22.1,,,,,,0.0314263
       (2011 UW158),2011 UW158,,19.4,,,,,,0.00286299
       (2011 UG169),2011 UG169,,25.8,,,,,,0.0922577
       (2011 UH169),2011 UH169,,21.3,,,,,,0.268911
       (2011 UJ169),2011 UJ169,,25.2,,,,,,0.0459941
       (2011 UL169),2011 UL169,,28.3,,,,,,0.000671173
       (2011 UM169),2011 UM169,,25.1,,,,,,0.00345869
       (2011 UB190),2011 UB190,,24.2,,,,,,0.0662502
       (2011 UC190),2011 UC190,,26.1,,,,,,0.0051168
       (2011 UX192),2011 UX192,,18.7,,,,,,0.613356
       (2011 UY192),2011 UY192,,24.5,,,,,,0.013437
       (2011 UA193),2011 UA193,,24.7,,,,,,0.0336196
       (2011 UR255),2011 UR255,,20.2,,,,,,0.436709
       (2011 UW255),2011 UW255,,23.7,,,,,,0.00702378
       (2011 UX255),2011 UX255,,27.4,,,,,,0.000839761
       (2011 UY255),2011 UY255,,22.9,,,,,,0.0760629
       (2011 UZ255),2011 UZ255,,23.4,,,,,,0.00392991
       (2011 UD256),2011 UD256,,19.8,,,,,,0.360238
       (2011 UE256),2011 UE256,,19.4,,,,,,0.0960606
       (2011 UF256),2011 UF256,,22.1,,,,,,0.256276
       (2011 UG256),2011 UG256,,20.4,,,,,,0.355682
       (2011 UX275),2011 UX275,,25.8,,,,,,0.0190307
       (2011 UY275),2011 UY275,,26.1,,,,,,0.0384778
       (2011 UZ275),2011 UZ275,,23.6,,,,,,0.0562449
       (2011 UA276),2011 UA276,,24.9,,,,,,0.0917972
       (2011 UB276),2011 UB276,,23.2,,,,,,0.108563
       (2011 UC276),2011 UC276,,26.4,,,,,,0.0511723
       (2011 UC292),2011 UC292,,22.6,,,,,,0.0160418
       (2011 UE305),2011 UE305,,21.2,,,,,,0.0168136
       (2011 VA),2011 VA,,23.9,,,,,,0.060031
       (2011 VB),2011 VB,,24.9,,,,,,0.0556407
       (2011 VH5),2011 VH5,,21.4,,,,,,0.118641
       (2011 VO5),2011 VO5,,21.8,,,,,,0.0875109
       (2011 VP5),2011 VP5,,22.7,,,,,,0.297418
       (2011 VQ5),2011 VQ5,,19.9,,,,,,0.222629
       (2011 VR5),2011 VR5,,18.1,,,,0.30644,,0.257771
       (2011 VS5),2011 VS5,,19.6,,,,,,0.156156
       (2011 VT5),2011 VT5,,25.5,,,,,,0.0125894
       (2011 VU5),2011 VU5,,20.3,,,,,,0.014104
       (2011 VV5),2011 VV5,,19,,,,,,0.355067
       (2011 VW5),2011 VW5,,18.7,,,,,,0.102921
       (2011 VF9),2011 VF9,,23,,,,,,0.21538
       (2011 VG9),2011 VG9,,22.3,,,,,,0.00696411
       (2011 VP12),2011 VP12,,21,,,,,,0.104194
       (2011 WA),2011 WA,,21.6,,,,,,0.0499219
       (2011 WB),2011 WB,,25.9,,,,,,0.0352799
       (2011 WC),2011 WC,,22.7,,,,,,0.139379
       (2011 WD),2011 WD,,26.1,,,,,,0.0730511
       (2011 WK2),2011 WK2,,21.1,,,,,,0.238287
       (2011 WL2),2011 WL2,,20.8,,,,,,0.00157561
       (2011 WM2),2011 WM2,,20.3,,,,,,0.169985
       (2011 WN2),2011 WN2,,25.2,,,,,,0.0211173
       (2011 WO2),2011 WO2,,25.4,,,,,,0.00897371
       (2011 WQ2),2011 WQ2,,26.1,,,,,,0.0104332
       (2011 WR2),2011 WR2,,25.3,,,,,,0.0395762
       (2011 WS2),2011 WS2,,17.2,,,,,,0.0940256
       (2011 WT2),2011 WT2,,21.6,,,,,,0.167816
       (2011 WU2),2011 WU2,,24.9,,,,,,0.143095
       (2011 WV2),2011 WV2,,20.5,,,,,,0.359614
       (2011 WO4),2011 WO4,,19.2,,,,,,0.0302406
       (2011 WP4),2011 WP4,,27.2,,,,,,0.0037397
       (2011 WQ4),2011 WQ4,,27.4,,,,,,0.00176448
       (2011 WU4),2011 WU4,,22.5,,,,,,0.082869
       (2011 WV4),2011 WV4,,22.7,,,,,,0.0274233
       (2011 WW4),2011 WW4,,18.6,,,,,,0.235959
       (2011 WH5),2011 WH5,,23.2,,,,,,0.277548
       (2011 WK5),2011 WK5,,23.5,,,,,,0.0810575
       (2011 WK14),2011 WK14,,20.6,,,,,,0.0875086
       (2011 WH15),2011 WH15,,20.2,,,,,,0.306474
       (2011 WJ15),2011 WJ15,,25.2,,,0.1667,,,0.00482819
       (2011 WK15),2011 WK15,,19.6,,,,,,0.112517
       (2011 WL15),2011 WL15,,19.8,,,,,,0.0406282
       (2011 WN15),2011 WN15,,19.6,,,,,,0.00270539
       (2011 WE32),2011 WE32,,20.6,,,,,,0.282025
       (2011 WF32),2011 WF32,,22.4,,,,,,0.214216
       (2011 WB39),2011 WB39,,23.5,,,,,,0.135198
       (2011 WC39),2011 WC39,,23.1,,,,,,0.0838601
       (2011 WD39),2011 WD39,,19.1,,,,,,0.410557
       (2011 WO41),2011 WO41,,16.9,,,,,,0.0204988
       (2011 WP41),2011 WP41,,24.2,,,,,,0.0675627
       (2011 WQ41),2011 WQ41,,22.6,,,,,,0.156258
       (2011 WR41),2011 WR41,,25,,,,,,0.0400518
       (2011 WC44),2011 WC44,,20.5,,,,,,0.0963705
       (2011 WE44),2011 WE44,,20.7,,,,,,0.257967
       (2011 WF44),2011 WF44,,25.3,,,,,,0.00296555
       (2011 WG44),2011 WG44,,23,,,,,,0.200229
       (2011 WL46),2011 WL46,,20.8,,,,,,0.210492
       (2011 WM46),2011 WM46,,19.7,,,,,,0.258159
       (2011 WN46),2011 WN46,,21.1,,,,,,0.0453488
       (2011 WO46),2011 WO46,,24.9,,,,,,0.0319763
       (2011 WP46),2011 WP46,,20,,,,,,0.315546
       (2011 WQ46),2011 WQ46,,24.1,,,,,,0.0659293
       (2011 WR46),2011 WR46,,20,,,,,,0.0277981
       (2011 WS46),2011 WS46,,23.9,,,,,,0.0231907
       (2011 WL69),2011 WL69,,19.4,,,,,,0.0944338
       (2011 WN69),2011 WN69,,26.2,,,,,,0.000566646
       (2011 WP69),2011 WP69,,23,,,,,,0.10646
       (2011 WR69),2011 WR69,,24.6,,,,,,0.0394179
       (2011 WS74),2011 WS74,,23.9,,,,,,0.0172055
       (2011 WU74),2011 WU74,,26.3,,,,,,0.00399078
       (2011 WV74),2011 WV74,,27.6,,,,,,0.00544262
       (2011 WS95),2011 WS95,,24.9,,,,,,0.0150143
       (2011 WU95),2011 WU95,,19.5,,,,,,0.0472037
       (2011 WV95),2011 WV95,,24.4,,,,,,0.00908045
       (2011 WW95),2011 WW95,,23.2,,,,,,0.185367
       (2011 WA96),2011 WA96,,20.3,,,,,,0.209914
       (2011 WB96),2011 WB96,,23.4,,,,,,0.0679412
       (2011 WV134),2011 WV134,,17.2,,,10.105,,,0.0238683
       (2011 XC),2011 XC,,20.9,,,,,,0.171521
       (2011 XD),2011 XD,,24,,,,,,0.0471897
       (2011 XE),2011 XE,,19.3,,,,,,0.0536583
       (2011 XF),2011 XF,,22.7,,,,,,0.273912
       (2011 XD1),2011 XD1,,23.9,,,,,,0.0241086
       (2011 XE1),2011 XE1,,18.2,,,,,,0.36581
       (2011 XM1),2011 XM1,,20,,,,,,0.0437399
       (2011 XZ1),2011 XZ1,,17.4,,,,,,0.148865
       (2011 XC2),2011 XC2,,23.1,,,,,,0.000429839
       (2011 XS2),2011 XS2,,18.2,,,,,,0.0886467
       (2011 XA3),2011 XA3,,20.5,,,,,,0.0346005
       (2011 XO3),2011 XO3,,16.7,,,,,,0.157326
       (2011 YA),2011 YA,,18.7,,,,,,0.0537328
       (2011 YC),2011 YC,,24.6,,,,,,0.0723813
       (2011 YQ1),2011 YQ1,,25.6,,,,,,0.00257261
       (2011 YW1),2011 YW1,,19.8,,,,,,0.237795
       (2011 YE6),2011 YE6,,20.8,,,,,,0.0436539
       (2011 YG6),2011 YG6,,21.1,,,,,,0.0242208
       (2011 YH6),2011 YH6,,21.7,,,,,,0.181805
       (2011 YJ6),2011 YJ6,,23.9,,,,,,0.0574259
       (2011 YK6),2011 YK6,,23.4,,,,,,0.00119664
       (2011 YL6),2011 YL6,,21.4,,,,,,0.252738
       (2011 YP10),2011 YP10,,24.6,,,,,,0.0698161
       (2011 YQ10),2011 YQ10,,18.8,,,,,,0.0793292
       (2011 YW10),2011 YW10,,24,,,,,,0.00921044
       (2011 YX10),2011 YX10,,21.5,,,,,,0.241954
       (2011 YY10),2011 YY10,,24.3,,,,,,0.135135
       (2011 YV15),2011 YV15,,17.2,,,2.848,,,0.301222
       (2011 YW15),2011 YW15,,24.7,,,,,,0.0127032
       (2011 YX15),2011 YX15,,25.5,,,,,,0.0169084
       (2011 YG28),2011 YG28,,21.5,,,,,,0.112476
       (2011 YH28),2011 YH28,,20.4,,,,,,0.0134639
       (2011 YJ28),2011 YJ28,,21.3,,,,,,0.020214
       (2011 YK28),2011 YK28,,23.6,,,,,,0.130196
       (2011 YL28),2011 YL28,,25,,,,,,0.00384243
       (2011 YY28),2011 YY28,,21.3,,,,,,0.152105
       (2011 YZ28),2011 YZ28,,22.5,,,,,,0.211129
       (2011 YA29),2011 YA29,,25,,,,,,0.0674148
       (2011 YB29),2011 YB29,,23.7,,,,,,0.0770372
       (2011 YC29),2011 YC29,,22.2,,,,,,0.0600668
       (2011 YD29),2011 YD29,,26.3,,,,,,0.0151753
       (2011 YE29),2011 YE29,,24.6,,,,,,0.0117979
       (2011 YB40),2011 YB40,,19.1,,,,,,0.166262
       (2011 YC40),2011 YC40,,29.7,,,,,,0.000521837
       (2011 YD40),2011 YD40,,21,,,,,,0.497943
       (2011 YE40),2011 YE40,,25.2,,,,,,0.0216664
       (2011 YH40),2011 YH40,,22.9,,,2.294,0.43321,,0.0118126
       (2011 YS62),2011 YS62,,19.7,,,,,,0.0701603
       (2011 YT62),2011 YT62,,22.4,,,,,,0.0184922
       (2011 YU62),2011 YU62,,17.6,,,,,,0.159172
       (2011 YV62),2011 YV62,,21,,,,,,0.00342812
       (2011 YW62),2011 YW62,,23.4,,,,,,0.212585
       (2011 YX62),2011 YX62,,23,,,,,,0.0489306
       (2011 YY62),2011 YY62,,22.9,,,,,,0.00374756
       (2011 YZ62),2011 YZ62,,25.7,,,,,,0.062999
       (2011 YA63),2011 YA63,,24.6,,,,,,0.0946141
       (2011 YB63),2011 YB63,,29.8,,,,,,0.00156205
       (2011 YC63),2011 YC63,,29,,,,,,0.00124071
       (2011 YL63),2011 YL63,,20.5,,,,,,0.171055
       (2011 YM63),2011 YM63,,22.1,,,,,,0.0973337
       (2011 YU74),2011 YU74,,22.9,,,,,,0.0211329
       (2012 AQ),2012 AQ,,30.7,,,,,,0.00116955
       (2012 AW),2012 AW,,22.1,,,,,,0.1199
       (2012 AX),2012 AX,,23.8,,,,,,0.0707852
       (2012 AY),2012 AY,,22.4,,,,,,0.0903168
       (2012 AZ),2012 AZ,,25.8,,,,,,0.0332027
       (2012 AE1),2012 AE1,,19,,,,,,0.145496
       (2012 AA3),2012 AA3,,22.4,,,,,,0.173462
       (2012 AB3),2012 AB3,,24.1,,,,,,0.0345278
       (2012 AC3),2012 AC3,,23,,,,,,0.0650156
       (2012 AD3),2012 AD3,,19.8,,,,,,0.0245844
       (2012 AE3),2012 AE3,,20,,,,,,0.248811
       (2012 AF3),2012 AF3,,24.6,,,,,,0.0224895
       (2012 AM10),2012 AM10,,22.8,,,,,,0.0199947
       (2012 AN10),2012 AN10,,22.5,,,,,,0.00213207
       (2012 AO10),2012 AO10,,24.6,,,,,,0.0462044
       (2012 AP10),2012 AP10,,26.4,,,,,,0.00224882
       (2012 AQ10),2012 AQ10,,26.7,,,,,,0.00495011
       (2012 AS10),2012 AS10,,17.2,,,,,,0.140019
       (2012 AT10),2012 AT10,,20.1,,,,,,0.360683
       (2012 AU10),2012 AU10,,18.2,,,,,,0.25224
       (2012 AW10),2012 AW10,,25.7,,,,,,0.00790478
       (2012 AA11),2012 AA11,,20.1,,,14.19,,,0.0498601
       (2012 AB11),2012 AB11,,22.2,,,,,,0.0963881
       (2012 AC11),2012 AC11,,22.2,,,,,,0.24722
       (2012 AW12),2012 AW12,,20,,,,,,0.131111
       (2012 AC13),2012 AC13,,19.8,,,,,,0.262391
       (2012 AT22),2012 AT22,,20.3,,,,,,0.0654379
       (2012 AN23),2012 AN23,,18.8,,,,,,0.203314
       (2012 BN1),2012 BN1,,25.5,,,,,,0.0312381
       (2012 BO1),2012 BO1,,24.9,,,,,,0.135715
       (2012 BP1),2012 BP1,,24.2,,,,,,0.174724
       (2012 BR1),2012 BR1,,26.5,,,,,,0.0562943
       (2012 BS1),2012 BS1,,28.4,,,,,,0.00223673
       (2012 BT1),2012 BT1,,27.4,,,,,,0.0131092
       (2012 BU1),2012 BU1,,27.7,,,,,,0.000390456
       (2012 BV1),2012 BV1,,31,,,,,,0.000633096
       (2012 BX1),2012 BX1,,24.8,,,,,,0.0131544
       (2012 BY1),2012 BY1,,25.7,,,,,,0.00269011
       (2012 BZ1),2012 BZ1,,23.8,,,,,,0.0342134
       (2012 BB2),2012 BB2,,20.7,,,,,,0.236745
       (2012 BF11),2012 BF11,,21.8,,,,,,0.190681
       (2012 BG11),2012 BG11,,22.6,,,,,,0.0274741
       (2012 BJ11),2012 BJ11,,22,,,,,,0.0964084
       (2012 BK11),2012 BK11,,22.7,,,,,,0.161283
       (2012 BL11),2012 BL11,,25.8,,,,,,0.0751372
       (2012 BM11),2012 BM11,,23.1,,,,,,0.0768342
       (2012 BN11),2012 BN11,,20.7,,,,,,0.0212392
       (2012 BO11),2012 BO11,,26,,,,,,0.00161477
       (2012 BV13),2012 BV13,,22.2,,,,,,0.00796066
       (2012 BW13),2012 BW13,,27.2,,,,,,0.00161426
       (2012 BX13),2012 BX13,,20,,,,,,0.260513
       (2012 BZ13),2012 BZ13,,25.9,,,,,,0.02324
       (2012 BA14),2012 BA14,,24.9,,,,,,0.039317
       (2012 BB14),2012 BB14,,25,,,,,,0.0172533
       (2012 BC14),2012 BC14,,24.7,,,,,,0.00882671
       (2012 BD14),2012 BD14,,26.5,,,,,,0.00791482
       (2012 BE14),2012 BE14,,22.7,,,,,,0.281378
       (2012 BF14),2012 BF14,,23.7,,,,,,0.0764369
       (2012 BG14),2012 BG14,,25,,,,,,0.030687
       (2012 BH14),2012 BH14,,24.3,,,,,,0.167755
       (2012 BJ14),2012 BJ14,,24.6,,,,,,0.000865374
       (2012 BK14),2012 BK14,,27.4,,,,,,0.00187878
       (2012 BL14),2012 BL14,,28.2,,,,,,0.0012665
       (2012 BC20),2012 BC20,,18.7,,,,,,0.1457
       (2012 BR23),2012 BR23,,21.3,,,,,,0.213666
       (2012 BS23),2012 BS23,,21.4,,,,,,0.0310241
       (2012 BT23),2012 BT23,,19,,,,,,0.0490109
       (2012 BV26),2012 BV26,,22.6,,,,,,0.0428516
       (2012 BA27),2012 BA27,,20.375,,,,0.36041,,0.345173
       (2012 BD27),2012 BD27,,19.8,,,,,,0.462489
       (2012 BE27),2012 BE27,,23.5,,,,,,0.0147695
       (2012 BF27),2012 BF27,,26.1,,,,,,0.000659452
       (2012 BX34),2012 BX34,,27.6,,,1.80828,,,0.000211173
       (2012 BZ34),2012 BZ34,,22.4,,,,,,0.269763
       (2012 BA35),2012 BA35,,23.8,,,,,,0.0180842
       (2012 BT61),2012 BT61,,19.6,,,,,,0.288719
       (2012 BU61),2012 BU61,,21.3,,,,,,0.0272728
       (2012 BV61),2012 BV61,,25.2,,,,,,0.0109414
       (2012 BW61),2012 BW61,,25.3,,,,,,0.0396683
       (2012 BY61),2012 BY61,,26.4,,,,,,0.0653195
       (2012 BZ61),2012 BZ61,,26,,,,,,0.0992294
       (2012 BA62),2012 BA62,,26.6,,,,,,0.0404058
       (2012 BB62),2012 BB62,,26,,,,,,0.0363917
       (2012 BC62),2012 BC62,,26.6,,,,,,0.0405041
       (2012 BY76),2012 BY76,,25.5,,,,,,0.0495584
       (2012 BZ76),2012 BZ76,,18.8,,,,,,0.101023
       (2012 BA77),2012 BA77,,25.8,,,,,,0.000111115
       (2012 BB77),2012 BB77,,18.9,,,,,,0.124561
       (2012 BC77),2012 BC77,,25.1,,,,,,0.0113661
       (2012 BD77),2012 BD77,,21.5,,,,,,0.376157
       (2012 BF77),2012 BF77,,25,,,,,,0.0196475
       (2012 BK77),2012 BK77,,22.4,,,,,,0.144225
       (2012 BL77),2012 BL77,,23.3,,,,,,0.114662
       (2012 BM77),2012 BM77,,23.9,,,,,,0.0273961
       (2012 BN77),2012 BN77,,19.1,,,,,,0.242434
       (2012 BO77),2012 BO77,,22.2,,,,,,0.0673703
       (2012 BE86),2012 BE86,,19.5,,,,,,0.511142
       (2012 BF86),2012 BF86,,22.6,,,,,,0.0236346
       (2012 BG86),2012 BG86,,21.4,,,,,,0.187678
       (2012 BH86),2012 BH86,,24.4,,,,,,0.00309421
       (2012 BJ86),2012 BJ86,,21.5,,,,,,0.00338576
       (2012 BK86),2012 BK86,,21.9,,,,,,0.411069
       (2012 BL86),2012 BL86,,24,,,,,,0.0263538
       (2012 BM86),2012 BM86,,21.9,,,,,,0.0171278
       (2012 BG96),2012 BG96,,18.356,,,,0.59056,,0.298908
       (2012 BA102),2012 BA102,,26.6,,,,,,0.00181323
       (2012 BB102),2012 BB102,,24,,,,,,0.150775
       (2012 BC102),2012 BC102,,24.1,,,,,,0.0104052
       (2012 BN123),2012 BN123,,23.3,,,,,,0.112367
       (2012 BO123),2012 BO123,,24.8,,,,,,0.0959003
       (2012 BP123),2012 BP123,,27.1,,,,,,0.0276995
       (2012 BQ123),2012 BQ123,,24.7,,,,,,0.0120708
       (2012 BB124),2012 BB124,,21.2,,,,,,0.0202065
       (2012 BC124),2012 BC124,,19.7,,,,,,0.241742
       (2012 BD124),2012 BD124,,19,,,,,,0.0871753
       (2012 BE124),2012 BE124,,19.3,,,,,,0.19335
       (2012 BJ134),2012 BJ134,,18.3,,,,,,0.156931
       (2012 CA),2012 CA,,23.5,,,,,,0.0909073
       (2012 CD),2012 CD,,24.2,,,,,,0.145107
       (2012 CR),2012 CR,,21.8,,,,,,0.0998959
       (2012 CS),2012 CS,,23.1,,,,,,0.00593943
       (2012 CT),2012 CT,,21.4,,,,,,0.198422
       (2012 CU),2012 CU,,26.1,,,,,,0.0030551
       (2012 CK2),2012 CK2,,18.9,,,,,,0.520605
       (2012 CL2),2012 CL2,,18.3,,,,,,0.357928
       (2012 CM2),2012 CM2,,24.8,,,,,,0.0740353
       (2012 CN2),2012 CN2,,25.4,,,,,,0.0718939
       (2012 CP2),2012 CP2,,20.5,,,,,,0.0871221
       (2012 CC17),2012 CC17,,20.5,,,,,,0.112197
       (2012 CL17),2012 CL17,,25.7,,,,,,0.00616559
       (2012 CD18),2012 CD18,,24.3,,,,,,0.0432889
       (2012 CL19),2012 CL19,,21.9,,,,,,0.0119174
       (2012 CA21),2012 CA21,,19.1,,,,,,0.00725346
       (2012 CC29),2012 CC29,,22.3,,,,,,0.0208647
       (2012 CD29),2012 CD29,,19.9,,,,,,0.129125
       (2012 CL29),2012 CL29,,23.1,,,,,,0.160103
