full_name,pdes,name,H,diameter,extent,rot_per,H_sigma,diameter_sigma,moid
       (2011 CG33),2011 CG33,,21.9,,,,,,0.070519
       (2011 CH33),2011 CH33,,25.3,,,,,,0.0365761
       (2011 CJ33),2011 CJ33,,26.2,,,,,,0.0449133
       (2011 CK33),2011 CK33,,20.9,,,,,,0.152111
       (2011 CL33),2011 CL33,,25.9,,,,,,0.0157651
       (2011 CG42),2011 CG42,,21.4,,,,,,0.077424
       (2011 CU46),2011 CU46,,25.5,,,,,,0.00257862
       (2011 CV46),2011 CV46,,24.9,,,,,,0.0508216
       (2011 CW46),2011 CW46,,24.8,,,,,,0.0219486
       (2011 CX46),2011 CX46,,22,,,,,,0.0309219
       (2011 CY46),2011 CY46,,19.9,,,5.567,,,0.0410632
       (2011 CB50),2011 CB50,,20.8,,,,,,0.0441504
       (2011 CD50),2011 CD50,,25.1,,,,,,0.0703473
       (2011 CE50),2011 CE50,,23.2,,,,,,0.153056
       (2011 CF50),2011 CF50,,26.9,,,,,,0.0432964
       (2011 CG50),2011 CG50,,23.9,,,,,,0.037338
       (2011 CH50),2011 CH50,,21.8,,,,,,0.0864855
       (2011 CK50),2011 CK50,,24.1,,,,,,0.0513698
       (2011 CL50),2011 CL50,,27.6,,,,,,0.00208028
       (2011 CM50),2011 CM50,,22.9,,,,,,0.180457
       (2011 CD66),2011 CD66,,26.9,,,,,,0.0161402
       (2011 CE66),2011 CE66,,25.6,,,,,,0.0822978
       (2011 CF66),2011 CF66,,27.4,,,,,,0.00223078
       (2011 CG66),2011 CG66,,25.9,,,,,,0.000902838
       (2011 CG71),2011 CG71,,22.6,,,,,,0.117677
       (2011 CH71),2011 CH71,,18.6,,,,,,0.237325
       (2011 CY71),2011 CY71,,23.5,,,,,,0.162482
       (2011 DO),2011 DO,,22.8,,,,,,0.0367783
       (2011 DP),2011 DP,,22.4,,,,,,0.121379
       (2011 DQ),2011 DQ,,26.2,,,,,,0.0240814
       (2011 DR),2011 DR,,25.8,,,,,,0.0378298
       (2011 DS),2011 DS,,26.9,,,,,,0.00143819
       (2011 DU),2011 DU,,21.1,,,,,,0.0175776
       (2011 DV),2011 DV,,20.6,,,,,,0.0023544
       (2011 DW),2011 DW,,23,,,,,,0.0338103
       (2011 DW4),2011 DW4,,27.3,,,,,,0.0171662
       (2011 DX4),2011 DX4,,26.4,,,,,,0.00166117
       (2011 DY4),2011 DY4,,22,,,,,,0.00826381
       (2011 DD5),2011 DD5,,23.5,,,,,,0.0755232
       (2011 DE5),2011 DE5,,26.4,,,,,,9.21E-05
       (2011 DS9),2011 DS9,,20.2,,,,,,0.00424495
       (2011 DT9),2011 DT9,,25.2,,,,,,0.0229939
       (2011 DU9),2011 DU9,,26.7,,,,,,0.000785958
       (2011 DV10),2011 DV10,,24.8,,,,,,0.0570667
       (2011 DL19),2011 DL19,,18.9,,,,,,0.106125
       (2011 EB),2011 EB,,26.9,,,,,,0.00304815
       (2011 EC),2011 EC,,25.5,,,,,,0.00109054
       (2011 EH),2011 EH,,25.5,,,,0.39926,,0.00751562
       (2011 EJ),2011 EJ,,22.7,,,,,,0.00670262
       (2011 EK),2011 EK,,22.4,,,,,,0.0540093
       (2011 ES4),2011 ES4,,25.7,,,,,,0.000509314
       (2011 ET4),2011 ET4,,20.9,,,,,,0.18082
       (2011 EV4),2011 EV4,,26.6,,,,,,0.0426161
       (2011 EW4),2011 EW4,,23.1,,,,,,0.00506021
       (2011 EX4),2011 EX4,,24.5,,,,,,0.00397487
       (2011 EB7),2011 EB7,,21.2,,,,,,0.151712
       (2011 EC7),2011 EC7,,21.2,,,,,,0.0528883
       (2011 EL11),2011 EL11,,19.8,,,,,,0.00778997
       (2011 EM11),2011 EM11,,24.6,,,,,,0.0674508
       (2011 EN11),2011 EN11,,27.9,,,,,,0.00181019
       (2011 EO11),2011 EO11,,27.4,,,,,,0.00146944
       (2011 EY11),2011 EY11,,28.5,,,,,,0.00104753
       (2011 EB12),2011 EB12,,21.3,,,,,,0.211608
       (2011 EC12),2011 EC12,,25.8,,,,,,0.0030464
       (2011 ED12),2011 ED12,,26.8,,,,,,0.010459
       (2011 EF15),2011 EF15,,20.3,,,,,,0.274642
       (2011 EW16),2011 EW16,,22.9,,,,,,0.170557
       (2011 EE17),2011 EE17,,22.6,,,,,,0.0316156
       (2011 EF17),2011 EF17,,19.2,,,,,,0.0105086
       (2011 EG17),2011 EG17,,20.6,,,,,,0.0443126
       (2011 EH17),2011 EH17,,24.6,,,,,,0.00715389
       (2011 EL17),2011 EL17,,26.9,,,,,,0.0103214
       (2011 ET20),2011 ET20,,25,,,,,,0.06925
       (2011 EU20),2011 EU20,,27.2,,,,,,0.000263269
       (2011 ET29),2011 ET29,,19.1,,,,,,0.273023
       (2011 EU29),2011 EU29,,19.8,,,,,,0.00303307
       (2011 EV29),2011 EV29,,24.1,,,,,,0.00825595
       (2011 EW29),2011 EW29,,20.9,,,,,,0.117825
       (2011 EX29),2011 EX29,,21.3,,,,,,0.146052
       (2011 EK40),2011 EK40,,26.6,,,,,,0.0111285
       (2011 EL40),2011 EL40,,26.4,,,,,,0.0066726
       (2011 EM40),2011 EM40,,28,,,,,,0.00114562
       (2011 EN40),2011 EN40,,20.4,,,,,,0.149793
       (2011 EO40),2011 EO40,,21.5,,,,,,0.0481901
       (2011 EP40),2011 EP40,,21,,,,,,0.235156
       (2011 EZ40),2011 EZ40,,21.3,,,,,,0.207791
       (2011 EC41),2011 EC41,,19.9,,,,,,0.145425
       (2011 ED41),2011 ED41,,22.4,,,,,,0.0477299
       (2011 EE41),2011 EE41,,24.3,,,,,,0.0854709
       (2011 EJ47),2011 EJ47,,22,,,,,,0.0362606
       (2011 EK47),2011 EK47,,23.9,,,,,,0.0374393
       (2011 EL47),2011 EL47,,19.9,,,,,,0.254222
       (2011 EE51),2011 EE51,,24.3,,,,,,0.0537737
       (2011 EL51),2011 EL51,,21.9,,,,,,0.0468917
       (2011 EM51),2011 EM51,,21.9,,,,,,0.0130969
       (2011 EN51),2011 EN51,,22.2,,,,,,0.00335088
       (2011 EO51),2011 EO51,,21.1,,,,,,0.0251691
       (2011 EP51),2011 EP51,,24.7,,,,,,0.0253697
       (2011 EU73),2011 EU73,,21.8,,,,,,0.30019
       (2011 EV73),2011 EV73,,28.4,,,,,,0.00307692
       (2011 EW73),2011 EW73,,23.7,,,,,,0.00342309
       (2011 EB74),2011 EB74,,26.9,,,,,,0.000857277
       (2011 ER74),2011 ER74,,24.2,,,,,,0.0379521
       (2011 ES74),2011 ES74,,24.7,,,,,,0.0259338
       (2011 ET74),2011 ET74,,26.2,,,,,,0.00305686
       (2011 EW74),2011 EW74,,23.3,,,,,,0.0257559
       (2011 ED78),2011 ED78,,18.3,,,,,,0.221928
       (2011 EZ78),2011 EZ78,,17.2,,,3.115,,,0.0793136
       (2011 FG),2011 FG,,21.6,,,,,,0.297951
       (2011 FK1),2011 FK1,,23.7,,,,,,0.071368
       (2011 FQ2),2011 FQ2,,24,,,,,,0.0229661
       (2011 FR2),2011 FR2,,25,,,,,,0.0913614
       (2011 FS2),2011 FS2,,26.2,,,,,,0.0362859
       (2011 FT2),2011 FT2,,23.8,,,,,,0.0634445
       (2011 FY2),2011 FY2,,18.1,,,,,,0.500107
       (2011 FZ2),2011 FZ2,,17.3,,,,,,0.177763
       (2011 FQ6),2011 FQ6,,27.7,,,,,,0.000759449
       (2011 FR6),2011 FR6,,23.6,,,,,,0.121599
       (2011 FS6),2011 FS6,,24.1,,,,,,0.143629
       (2011 FV6),2011 FV6,,24.9,,,,,,0.0217089
       (2011 FS9),2011 FS9,,23.6,,,,,,0.00218515
       (2011 FT9),2011 FT9,,26.2,,,,,,0.00847804
       (2011 FU9),2011 FU9,,26.4,,,,,,0.0394517
       (2011 FV9),2011 FV9,,23.2,,,,,,0.050854
       (2011 FQ16),2011 FQ16,,27.6,,,,,,0.0127996
       (2011 FQ17),2011 FQ17,,24.2,,,,,,0.0270735
       (2011 FR17),2011 FR17,,23.4,,,,,,0.204196
       (2011 FQ21),2011 FQ21,,28.2,,,,,,0.00398023
       (2011 FR21),2011 FR21,,21,,,,,,0.381666
       (2011 FY22),2011 FY22,,23.4,,,,,,0.167733
       (2011 FZ22),2011 FZ22,,23.1,,,,,,0.00297532
       (2011 FA23),2011 FA23,,28.9,,,,,,0.000118389
       (2011 FB29),2011 FB29,,20.3,,,,,,0.164199
       (2011 FC29),2011 FC29,,20.9,,,,,,0.113693
       (2011 FP29),2011 FP29,,21.9,,,,,,0.249098
       (2011 FQ29),2011 FQ29,,25.3,,,,,,0.05398
       (2011 FR29),2011 FR29,,22,,,,,,0.0608908
       (2011 FS29),2011 FS29,,22.6,,,,,,0.0260865
       (2011 FT29),2011 FT29,,25.2,,,,,,0.0107407
       (2011 FE41),2011 FE41,,20.5,,,,,,0.129624
       (2011 FF41),2011 FF41,,23.6,,,,,,0.22783
       (2011 FG41),2011 FG41,,24.9,,,,,,0.0828767
       (2011 FT53),2011 FT53,,25.3,,,,,,0.0184871
       (2011 GA),2011 GA,,21,,,,,,0.00650793
       (2011 GB),2011 GB,,25.1,,,,,,0.110702
       (2011 GC),2011 GC,,22,,,,,,0.141463
       (2011 GD),2011 GD,,24.7,,,,,,0.0180735
       (2011 GE),2011 GE,,26,,,,,,0.00698287
       (2011 GF),2011 GF,,21,,,,,,0.0808302
       (2011 GD2),2011 GD2,,25.6,,,,,,0.0401849
       (2011 GE2),2011 GE2,,20.1,,,,,,0.196167
       (2011 GZ2),2011 GZ2,,26.1,,,,,,0.00184608
       (2011 GA3),2011 GA3,,25.2,,,,,,0.0680562
       (2011 GB3),2011 GB3,,24.4,,,,,,0.0158374
       (2011 GC3),2011 GC3,,22.6,,,,,,0.0612394
       (2011 GD3),2011 GD3,,18.9,,,,,,0.218247
       (2011 GE3),2011 GE3,,26,,,,,,0.0147476
       (2011 GF3),2011 GF3,,22.4,,,,,,0.161975
       (2011 GG3),2011 GG3,,21.2,,,,,,0.383845
       (2011 GH3),2011 GH3,,18.5,,,,,,0.149183
       (2011 GJ3),2011 GJ3,,26.2,,,,,,0.00357043
       (2011 GV9),2011 GV9,,26.4,,,,,,0.0594443
       (2011 GW9),2011 GW9,,28.1,,,,,,0.000650535
       (2011 GO27),2011 GO27,,18.9,,,,,,0.103071
       (2011 GP28),2011 GP28,,29.4,,,,,,0.000202367
       (2011 GR36),2011 GR36,,26.2,,,,,,0.0299097
       (2011 GH44),2011 GH44,,21.9,,,,,,0.303047
       (2011 GJ44),2011 GJ44,,21.8,,,,,,0.154548
       (2011 GK44),2011 GK44,,25.6,,,,,,0.0234936
       (2011 GL44),2011 GL44,,20.5,,,,,,0.117163
       (2011 GM44),2011 GM44,,19.7,,,,,,0.0233539
       (2011 GN44),2011 GN44,,18.3,,,,,,0.0108894
       (2011 GP44),2011 GP44,,24.4,,,,,,0.0454745
       (2011 GZ54),2011 GZ54,,22,,,,,,0.14297
       (2011 GA55),2011 GA55,,18.1,,,2.578,,,0.13765
       (2011 GB55),2011 GB55,,21.8,,,,,,0.10446
       (2011 GC55),2011 GC55,,23,,,,,,0.0336606
       (2011 GP59),2011 GP59,,24.3,,,0.12251,,,0.00279635
       (2011 GQ59),2011 GQ59,,22.8,,,,,,0.0859934
       (2011 GR59),2011 GR59,,23.7,,,,,,0.00673029
       (2011 GC60),2011 GC60,,19,,,,,,0.222461
       (2011 GD60),2011 GD60,,21.7,,,,,,0.0649876
       (2011 GG60),2011 GG60,,22.3,,,,,,0.00687027
       (2011 GL60),2011 GL60,,21.2,,,,,,0.280886
       (2011 GS60),2011 GS60,,19,,,,,,0.00800997
       (2011 GQ61),2011 GQ61,,18.4,,,,,,0.0286883
       (2011 GA62),2011 GA62,,19.1,,,,,,0.135482
       (2011 GC62),2011 GC62,,23.6,,,,,,0.0221856
       (2011 GD62),2011 GD62,,17.2,,,,,,0.104718
       (2011 GE62),2011 GE62,,24.1,,,,,,0.0628831
       (2011 GH62),2011 GH62,,20.8,,,,,,0.186124
       (2011 GK62),2011 GK62,,19.1,,,,,,0.173863
       (2011 GL62),2011 GL62,,19.5,,,,,,0.0532642
       (2011 GM62),2011 GM62,,22.8,,,8,,,0.0295832
       (2011 GO65),2011 GO65,,22.9,,,,,,0.15133
       (2011 GP65),2011 GP65,,20.8,,,,,,0.0975134
       (2011 GQ65),2011 GQ65,,18.8,,,,,,0.392333
       (2011 GV65),2011 GV65,,24.5,,,,,,0.0220688
       (2011 GW65),2011 GW65,,23.1,,,,,,0.112305
       (2011 GX65),2011 GX65,,21.7,,,,,,0.14737
       (2011 GD68),2011 GD68,,17.8,,,,,,0.407375
       (2011 HF),2011 HF,,20.6,,,,,,0.00990196
       (2011 HG),2011 HG,,21,,,,,,0.154696
       (2011 HH),2011 HH,,25.3,,,,,,0.0318959
       (2011 HJ),2011 HJ,,26,,,,,,0.0120566
       (2011 HO),2011 HO,,19.6,,,,,,0.20281
       (2011 HP),2011 HP,,22.1,,,3.942,,,0.0273793
       (2011 HQ),2011 HQ,,21,,,,,,0.149947
       (2011 HR),2011 HR,,19.8,,,,,,0.294653
       (2011 HS),2011 HS,,21.1,,,6,,,0.0544419
       (2011 HT),2011 HT,,21.9,,,,,,0.0507176
       (2011 HH1),2011 HH1,,21.7,,,,,,0.0813053
       (2011 HO4),2011 HO4,,20.6,,,,,,0.291023
       (2011 HP4),2011 HP4,,27.5,,,,,,0.000414064
       (2011 HQ4),2011 HQ4,,25.5,,,,,,0.0385915
       (2011 HR4),2011 HR4,,24.5,,,,,,0.0804375
       (2011 HS4),2011 HS4,,20.9,,,,,,0.00606296
       (2011 HN5),2011 HN5,,25.1,,,,,,0.0385386
       (2011 HO5),2011 HO5,,24.3,,,,,,0.000105919
       (2011 HJ7),2011 HJ7,,22.1,,,,,,0.00594263
       (2011 HL7),2011 HL7,,20.6,,,,,,0.16245
       (2011 HC24),2011 HC24,,24.3,,,,,,0.00073155
       (2011 HD24),2011 HD24,,25.5,,,,,,0.00631078
       (2011 HE24),2011 HE24,,19.4,,,,,,0.0588196
       (2011 HN24),2011 HN24,,27.6,,,,,,0.00152134
       (2011 HO24),2011 HO24,,25,,,,,,0.0908918
       (2011 HP24),2011 HP24,,25.8,,,,,,0.0638444
       (2011 HC36),2011 HC36,,20.7,,,,,,0.0876604
       (2011 HB53),2011 HB53,,17.6,,,,,,0.283565
       (2011 HO53),2011 HO53,,23.2,,,,,,0.184413
       (2011 HR60),2011 HR60,,24.6,,,,,,0.0143857
       (2011 HS60),2011 HS60,,21.4,,,,,,0.0935462
       (2011 HJ61),2011 HJ61,,19.2,,,,,,0.11969
       (2011 HD63),2011 HD63,,22.7,,,,,,0.0331496
       (2011 JA),2011 JA,,21.3,,,,,,0.00050472
       (2011 JK),2011 JK,,18.5,,,,,,0.0253838
       (2011 JL),2011 JL,,22,,,,,,0.278871
       (2011 JD1),2011 JD1,,21.7,,,,,,0.0066638
       (2011 JE1),2011 JE1,,21.4,,,,,,0.179866
       (2011 JX1),2011 JX1,,17.9,,,,,,0.280092
       (2011 JY1),2011 JY1,,24.6,,,,,,0.00165701
       (2011 JU2),2011 JU2,,18.3,,,,,,0.266406
       (2011 JM5),2011 JM5,,26.3,,,,,,0.0057085
       (2011 JN5),2011 JN5,,25.2,,,,,,0.0188946
       (2011 JA8),2011 JA8,,17.6,,,,,,0.198097
       (2011 JB10),2011 JB10,,24.7,,,,,,0.0184089
       (2011 JU10),2011 JU10,,20.9,,,,,,0.241699
       (2011 JV10),2011 JV10,,29.7,,,,,,0.00123136
       (2011 JW10),2011 JW10,,23.1,,,,,,0.195358
       (2011 JZ10),2011 JZ10,,23,,,,,,0.211509
       (2011 JR13),2011 JR13,,19.6,,,,,,0.0460538
       (2011 JP29),2011 JP29,,19,,,,,,0.0749062
       (2011 KB),2011 KB,,25.1,,,,,,0.00649774
       (2011 KE),2011 KE,,19.8,,,8.2,,,0.0419795
       (2011 KE3),2011 KE3,,23.9,,,,,,0.129759
       (2011 KF4),2011 KF4,,19.1,,,,,,0.142655
       (2011 KG4),2011 KG4,,23,,,,,,0.0646469
       (2011 KH4),2011 KH4,,21.7,,,,0.4258,,0.256117
       (2011 KF9),2011 KF9,,20.9,,,,,,0.0981734
       (2011 KK9),2011 KK9,,22.7,,,,,,0.238155
       (2011 KN9),2011 KN9,,18.7,,,,,,0.361983
       (2011 KD11),2011 KD11,,20.1,,,,,,0.11326
       (2011 KL12),2011 KL12,,22.2,,,,,,0.06271
       (2011 KQ12),2011 KQ12,,19.5,,,,,,0.0423479
       (2011 KR12),2011 KR12,,21.4,,,,,,0.118857
       (2011 KG13),2011 KG13,,25.7,,,,,,0.00697863
       (2011 KC15),2011 KC15,,21.2,,,,,,0.062042
       (2011 KE15),2011 KE15,,26.9,,,,,,0.000156077
       (2011 KJ15),2011 KJ15,,23.1,,,,,,0.0219332
       (2011 KK15),2011 KK15,,22.3,,,,,,0.00639264
       (2011 KT15),2011 KT15,,20.3,,,,,,0.223045
       (2011 KU15),2011 KU15,,21.8,,,,,,0.0475983
       (2011 KV15),2011 KV15,,26.2,,,,,,0.0163476
       (2011 KW15),2011 KW15,,19.4,,,,,,0.0442885
       (2011 KX15),2011 KX15,,26.6,,,,,,0.0383291
       (2011 KY15),2011 KY15,,24.1,,,,,,0.0166989
       (2011 KP16),2011 KP16,,25.3,,,,,,0.0235192
       (2011 KN17),2011 KN17,,22.6,,,,,,0.0112278
       (2011 KO17),2011 KO17,,20.1,,,,,,0.0493373
       (2011 KP17),2011 KP17,,19.1,,,,,,0.0810743
       (2011 KQ19),2011 KQ19,,21.8,,,,,,0.200306
       (2011 KW19),2011 KW19,,20.9,,,,,,0.20892
       (2011 KG20),2011 KG20,,24.2,,,,,,0.0647529
       (2011 KJ20),2011 KJ20,,18.4,,,,,,0.207604
       (2011 KF36),2011 KF36,,20.5,,,,,,0.0574812
       (2011 LH),2011 LH,,19.7,,,,,,0.236461
       (2011 LD1),2011 LD1,,18.8,,,,,,0.329984
       (2011 LJ1),2011 LJ1,,19.3,,,,,,0.0736424
       (2011 LL2),2011 LL2,,20.1,,,0.1032,,,0.0147191
       (2011 LY2),2011 LY2,,21.2,,,,,,0.191249
       (2011 LZ2),2011 LZ2,,25.3,,,,,,0.00270476
       (2011 LV10),2011 LV10,,25.1,,,,,,0.0610193
       (2011 LX10),2011 LX10,,16.5,,,,,,0.375316
       (2011 LS17),2011 LS17,,22.6,,,,,,0.0295123
       (2011 LT17),2011 LT17,,21.6,,,1.291,,,0.00308679
       (2011 LA19),2011 LA19,,19.2,,,,0.43465,,0.0427639
       (2011 LB19),2011 LB19,,24.1,,,,,,0.0751712
       (2011 LC19),2011 LC19,,18.9,,,,,,0.0134201
       (2011 LD19),2011 LD19,,18,,,,,,0.297267
       (2011 LJ19),2011 LJ19,,21.4,,,,,,0.00519218
       (2011 LK19),2011 LK19,,22.4,,,,,,0.16379
       (2011 LJ20),2011 LJ20,,20.6,,,,,,0.289525
       (2011 LH21),2011 LH21,,20.2,,,,,,0.0617141
       (2011 MC),2011 MC,,21.4,,,,,,0.0723177
       (2011 MD),2011 MD,,28,,,0.1937,,,0.000738216
       (2011 ME),2011 ME,,19.5,,,,,,0.306994
       (2011 MF),2011 MF,,22.6,,,,,,0.102109
       (2011 MJ),2011 MJ,,22.8,,,,,,0.0758339
       (2011 MK),2011 MK,,20.7,,,,,,0.112775
       (2011 ML),2011 ML,,22.5,,,,,,0.191731
       (2011 MU),2011 MU,,20.2,,,,0.45352,,0.0247492
       (2011 MV),2011 MV,,21.1,,,,,,0.140566
       (2011 MX),2011 MX,,26.9,,,,,,0.00162612
       (2011 MV1),2011 MV1,,20.3,,,,,,0.256214
       (2011 MW1),2011 MW1,,22.3,,,,,,0.025061
       (2011 MB2),2011 MB2,,20.3,,,,,,0.104013
       (2011 MD2),2011 MD2,,23.5,,,,,,0.0843876
       (2011 MW2),2011 MW2,,21,,,,,,0.0800108
       (2011 MX2),2011 MX2,,20.5,,,,,,0.236124
       (2011 MY2),2011 MY2,,22.7,,,,,,0.163945
       (2011 MZ2),2011 MZ2,,25.8,,,,,,0.040232
       (2011 MQ3),2011 MQ3,,24.8,,,,,,0.0250712
       (2011 MN4),2011 MN4,,21.8,,,,,,0.261703
       (2011 MO4),2011 MO4,,19.3,,,,,,0.140246
       (2011 MD5),2011 MD5,,17.8,,,,,,0.057418
       (2011 ME5),2011 ME5,,19.6,,,,,,0.371538
       (2011 MD11),2011 MD11,,18,,,,,,0.271973
       (2011 ND),2011 ND,,22.2,,,,,,0.157409
       (2011 NP),2011 NP,,19.9,,,,,,0.265616
       (2011 NV),2011 NV,,22.5,,,,,,0.225612
       (2011 NY),2011 NY,,20.5,,,,,,0.12953
       (2011 NZ),2011 NZ,,20.8,,,,,,0.186796
       (2011 OA),2011 OA,,21.2,,,,,,0.0462415
       (2011 OB),2011 OB,,19.3,,,,,,0.0101508
       (2011 OE),2011 OE,,23.3,,,,,,0.125287
       (2011 OV4),2011 OV4,,18.6,,,,,,0.273105
       (2011 OW4),2011 OW4,,20.6,,,,,,0.187817
       (2011 OX4),2011 OX4,,23.6,,,,,,0.0628355
       (2011 OY4),2011 OY4,,24.2,,,,,,0.209828
       (2011 OJ5),2011 OJ5,,22.4,,,,,,0.158036
       (2011 OK5),2011 OK5,,21.5,,,,,,0.133783
       (2011 OL5),2011 OL5,,20.3,,,,,,0.11797
       (2011 OM5),2011 OM5,,21,,,,,,0.179521
       (2011 OQ5),2011 OQ5,,19.5,,,5.93,,,0.275681
       (2011 OR5),2011 OR5,,25.9,,,,,,0.0297287
       (2011 OJ10),2011 OJ10,,22.2,,,,,,0.27336
       (2011 OR15),2011 OR15,,21,,,,,,0.0388476
       (2011 OS15),2011 OS15,,24.2,,,,,,0.139829
       (2011 OE16),2011 OE16,,23.8,,,,,,0.161434
       (2011 OV17),2011 OV17,,23.3,,,,,,0.224493
       (2011 OW17),2011 OW17,,21.3,,,,,,0.393723
       (2011 OX17),2011 OX17,,20.5,,,,,,0.101314
       (2011 OY17),2011 OY17,,21.9,,,,,,0.0527872
       (2011 OC18),2011 OC18,,21,,,,,,0.172269
       (2011 OD18),2011 OD18,,26.5,,,,,,0.00360827
       (2011 OV18),2011 OV18,,19.7,,,,,,0.0236995
       (2011 ON24),2011 ON24,,22.9,,,,,,0.152045
       (2011 OP24),2011 OP24,,19.8,,,,,,0.144725
       (2011 OB26),2011 OB26,,25.6,,,,,,0.00103464
       (2011 OE26),2011 OE26,,23.1,,,,,,0.105142
       (2011 OF26),2011 OF26,,24.8,,,,,,0.0210519
       (2011 OJ45),2011 OJ45,,26,,,,,,0.00746573
       (2011 OK45),2011 OK45,,27.6,,,,,,0.0137882
       (2011 OL51),2011 OL51,,19.8,,,,,,0.148632
       (2011 OB57),2011 OB57,,26,,,,,,0.0239735
       (2011 OC57),2011 OC57,,24.5,,,,,,0.148709
       (2011 PS),2011 PS,,20.4,,,,,,0.0268858
       (2011 PT),2011 PT,,24.1,,,,,,0.045248
       (2011 PU),2011 PU,,21.1,,,,,,0.213494
       (2011 PX),2011 PX,,21.8,,,,,,0.226986
       (2011 PN1),2011 PN1,,27.4,,,,,,0.0451635
       (2011 PO1),2011 PO1,,20.9,,,,,,0.0391396
       (2011 PT1),2011 PT1,,20.3,,,,,,0.0992058
       (2011 PU1),2011 PU1,,25,,,,,,0.000656635
       (2011 PC2),2011 PC2,,22.6,,,,,,0.156681
       (2011 PE2),2011 PE2,,23.1,,,,,,0.000285291
       (2011 PF2),2011 PF2,,22.1,,,,,,0.112388
       (2011 PW6),2011 PW6,,18.6,,,,,,0.198584
       (2011 PK10),2011 PK10,,23.1,,,,,,0.0255868
       (2011 QE2),2011 QE2,,22.1,,,,,,0.231918
       (2011 QS2),2011 QS2,,20.7,,,,,,0.0750035
       (2011 QT2),2011 QT2,,22.7,,,,,,0.0509049
       (2011 QF3),2011 QF3,,17.2,,,,,,0.073421
       (2011 QX8),2011 QX8,,23,,,,,,0.114671
       (2011 QG9),2011 QG9,,20.3,,,,,,0.191506
       (2011 QY11),2011 QY11,,23,,,,,,0.112219
       (2011 QZ13),2011 QZ13,,20.2,,,,,,0.230835
       (2011 QA14),2011 QA14,,23.3,,,,,,0.102306
       (2011 QC14),2011 QC14,,23.6,,,,,,0.0534213
       (2011 QE14),2011 QE14,,20.8,,,,,,0.117232
       (2011 QF14),2011 QF14,,18.8,,,,,,0.0816614
       (2011 QG21),2011 QG21,,21.9,,,,,,0.0512437
       (2011 QH21),2011 QH21,,18.9,,,,,,0.192964
       (2011 QJ21),2011 QJ21,,24.5,,,,,,0.0318595
       (2011 QE23),2011 QE23,,25.8,,,,,,0.0180115
       (2011 QF23),2011 QF23,,19.1,,,,,,0.164529
       (2011 QU37),2011 QU37,,23.6,,,,,,0.114655
       (2011 QV37),2011 QV37,,24.2,,,,,,0.244175
       (2011 QY37),2011 QY37,,18.5,,,,,,0.270033
       (2011 QE38),2011 QE38,,22.2,,,,,,0.041843
       (2011 QC46),2011 QC46,,19.5,,,,,,0.255133
       (2011 QE48),2011 QE48,,21.6,,,,,,0.13099
       (2011 QF48),2011 QF48,,25.4,,,,,,0.00100687
       (2011 QS49),2011 QS49,,24.2,,,,,,0.0122819
       (2011 QD50),2011 QD50,,23.9,,,,,,0.0197951
       (2011 QH50),2011 QH50,,25,,,,,,0.0967276
       (2011 QP96),2011 QP96,,18.9,,,,,,0.114048
       (2011 RF),2011 RF,,20.5,,,,,,0.292625
       (2011 RX),2011 RX,,23.3,,,,,,0.232652
       (2011 RZ),2011 RZ,,18.3,,,,,,0.301682
       (2011 RH1),2011 RH1,,23,,,,,,0.129253
       (2011 RJ1),2011 RJ1,,21.8,,,,,,0.0437266
       (2011 RR12),2011 RR12,,19.3,,,,,,0.170456
       (2011 RV14),2011 RV14,,24.2,,,,,,0.00804209
       (2011 SF3),2011 SF3,,20.8,,,,,,0.0926869
       (2011 SG5),2011 SG5,,18.4,,,,,,0.172462
       (2011 SM5),2011 SM5,,23.5,,,,,,0.262761
       (2011 SN5),2011 SN5,,23.5,,,,,,0.163402
       (2011 SO5),2011 SO5,,25.5,,,,,,0.0073192
       (2011 SP5),2011 SP5,,26.6,,,,,,0.0636529
       (2011 SQ5),2011 SQ5,,26.5,,,,,,0.0353068
       (2011 SR5),2011 SR5,,20.7,,,,,,0.00127767
       (2011 SP12),2011 SP12,,22.3,,,,,,0.117016
       (2011 SQ12),2011 SQ12,,20.9,,,,,,0.095748
       (2011 SR12),2011 SR12,,19.5,,,,,,0.150428
       (2011 ST12),2011 ST12,,26.4,,,,,,0.0262434
       (2011 SZ15),2011 SZ15,,21.5,,,,,,0.101748
       (2011 SA16),2011 SA16,,17.5,,,,,,0.326583
       (2011 SB16),2011 SB16,,18.7,,,,,,0.11858
       (2011 SC16),2011 SC16,,27.4,,,,,,0.045579
       (2011 SE16),2011 SE16,,24.7,,,,,,0.0739057
       (2011 SF16),2011 SF16,,24.5,,,,,,0.102623
       (2011 SG16),2011 SG16,,21.1,,,,,,0.259402
       (2011 SH16),2011 SH16,,22,,,,,,0.232962
       (2011 SJ16),2011 SJ16,,19.1,,,,,,0.107185
       (2011 SK16),2011 SK16,,23.5,,,,,,0.0326203
       (2011 SZ21),2011 SZ21,,17.5,,,,,,0.332578
       (2011 SA25),2011 SA25,,23.9,,,,,,0.18137
       (2011 SB25),2011 SB25,,21,,,,,,0.0769192
       (2011 SC25),2011 SC25,,25.2,,,,,,0.0440889
       (2011 SD25),2011 SD25,,21.6,,,,,,0.324413
       (2011 SE25),2011 SE25,,23.7,,,,,,0.0449143
       (2011 SF25),2011 SF25,,21.2,,,,,,0.118232
       (2011 SN25),2011 SN25,,26.4,,,,,,0.033709
